smiles,xrn
CCNC1=CC=C(C=C1)C(C1=CC=C(NCC)C=C1)C1=CC=C(\C=C\C2=CC=NC=C2)C=C1,6159138
OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)N1C=C(C2=CC=C(Br)S2)C(=O)NC1=O,6159293
OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)N1C=C(C2=CC=C(Cl)S2)C(=O)NC1=O,6159294
CN1C(=O)N(C)C2=C(N=C(C=C(N2)C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C1=O,6159322
CN1C(=O)N(C)C2=C(N=C(C=C(N2)C2=CC=C(Cl)C=C2)C2=CC=CC=C2)C1=O,6159323
CCOC(=O)C1=C(OC2=CC=CC=C2)C(=O)C2=C(O)C=C(O)C=C2O1,6159347
COC1=C(Cl)C(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)N2C(=O)C=C(C)N=C12,6159353
O=C(\C(=C\C1=CC=C(OC2=CC=CC=C2)O1)S(=O)(=O)C1=CC=CC=C1)C1=CC=CO1,6159415
CC[C@H](C)\C=C(/C)C(=O)C(\C)=C\C(C)\C=C(C)\C=C(C)\C1=C(C)C(O)=C(C)C(=O)O1,6159433
O=C(\C(=C\C1=CC=C(O1)SC1=CC=CC=C1)S(=O)(=O)C1=CC=CC=C1)C1=CC=CO1,6159445
CC[C@H](C)\C=C(/C)C(=O)C(\C)=C\C(C)\C=C(C)\C=C(C)\C1=C(C)C(=O)C(C)=C(OC)O1,6159464
CC1(Cl)C2C=CC=CC=C2N(N2C3=CC=CC=CC3C(C)(Cl)C2=O)C1=O,6159499
O[C@@H]1[C@@H](CSC2=CC=CC=C2)O[C@H]([C@@H]1O)C1=NNC2=C1N=CNC2=O,6159508
O=C1N(N2C(=O)C(=C3C=CC=CC=C23)C2=CC=CC=C2)C2=CC=CC=CC2=C1C1=CC=CC=C1,6159512
CN1C(=O)N(C)C(NC(=CC(=O)C2=CC=CC=C2)C2=CC=CC=C2)=C(N)C1=O,6159544
CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@@H](OCC3=CC=CC=C3)[C@H]2O)C(=O)NC1=O,6159552
COC1=C2SCC(=O)NC2=NN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=O,6159586
O=C(\C(=C\C1=CC=C(O1)N1CCOCC1)S(=O)(=O)C1=CC=CC=C1)C1=CC=CO1,6159613
COC(=O)C1CCSCC2(O)N(CC(=O)N1)C(=O)C1=C2C=CC=C1,6159763
COC1=CC(O)=C2C(=O)C3=C([C@@H](O)[C@](C)(O)[C@H]4OC(C)(C)O[C@@H]34)C(=O)C2=C1,6159792
[H][C@@]12C[C@]3(C(=O)C1=C)C(=O)OC[C@]1([C@H](CC[C@](C)(CO)[C@H]1CO)OC(C)=O)[C@]3([H])CC2,6159871
[H][C@]12C\C=C(C)\[C@H](CC\C(C)=C\CC\C(C)=C\C[C@]1(C)C(=O)C(O)=C2[C@H](C)CO)OC,6159919
[H][C@]12C\C=C(C)\[C@@H](O)CC\C(C)=C\CC\C(C)=C\C[C@]1(C)C(=O)C(OC)=C2[C@H](C)CO,6159935
[H][C@]12CC(=O)O[C@@]1([H])C1=C(OC)C3=C(OC)C=CC=C3C(OC)=C1[C@H](C)O2,6159966
CN1C=CN=C1SC1=CC=C(O1)\C=C(/C(=O)C1=CC=CO1)S(C)(=O)=O,6160036
COC1=CC2=C(C(OC)=C1OC)C1=CC=C(F)C(=O)C=C1[C@H](CC2)NC(C)=O,6160047
COC1=CC2=C(C(OC)=C1OC)C1=CC=C(Cl)C(=O)C=C1[C@H](CC2)NC(C)=O,6160065
COC1=CC2=C(C(OC)=C1OC)C1=CC=C(Br)C(=O)C=C1[C@H](CC2)NC(C)=O,6160113
COC1=CC2=C(C(OC)=C1OC)C1=CC=C(I)C(=O)C=C1[C@H](CC2)NC(C)=O,6160172
COC1=CC=C(C=C1)C(=O)NC1=C(C=CC=C1)C1=NC2=C(C=CC=C2)C(=O)N1N,6160185
NCCC1=CC(Br)=C(OCCCNC(=O)C(\CC2=CC=CC=C2)=N\O)C(Br)=C1,6160247
NCCCOC1=C(Br)C=C(CCNC(=O)C(\CC2=CC=CC=C2)=N\O)C=C1Br,6160252
COC1=CC(OC)=C2C(=O)C=C(OC2=C1)C1=C(OC)C(OC)=C(OC)C=C1,6160288
COC1=C(OC)C2=C(C=CC3=C2C=CC=C3)C(CCN(C2=CC=CC=C2)C2=CC=CC=C2)=C1,6160407
CC[C@H](C)\C=C(/C)C(=O)C(\C)=C\C(C)\C=C(C)\C=C(C)\C1=C(C)C(OC)=C(C)C(=O)O1,6160410
CCOC(=O)C[C@H]1O[C@@H](C)C2=C([C@@H]1O)C(=O)C1=C(OC)C=CC=C1C2=O,6160531
COC1=C(Cl)C(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)N2C(C)=CC(=O)N=C12,6160538
CS(=O)(=O)C(=C\C1=CC=C(O1)S(=O)(=O)C1=CC=CC=C1)\C(=O)C1=CC=CO1,6160590
CS(=O)(=O)C(=C\C1=CC=C(O1)S(=O)(=O)C1=CC=CC=C1)\C(=O)C1=CC=CS1,6160591
COC1=C(OC)C2=C(C=C1)C(O)C1=NC=CC3=CC4=C(OCO4)C(O2)=C13,6160620
COC1=CC(O)=C2C(=C1)[C@H]1O[C@@H]1C[C@H](O)[C@H](O)C(=O)\C=C/C[C@H](C)OC2=O,6160688
COC1=C(O)C=C2C(OCC3=C2C(=O)C2=C(O3)C3=C(OC(C)(C)C=C3)C=C2)=C1,6160768
COC1=CC2=C(C(OC)=C1OC)C1=C(C=C(F)C(=O)C=C1)[C@H](CC2)NC(C)=O,6160771
COC1=CC(OC2=COC3=CC(OC)=C(C\C=C(/C)C)C(O)=C3C2=O)=CC(OC)=C1,6160988
CNCCCOC1=C(Br)C=C(CCNC(=O)C(\CC2=CC=CC=C2)=N\O)C=C1Br,6161271
CN1C(=O)N(C)C(NC(=CC(=O)C2=CC=C(Cl)C=C2)C2=CC=CC=C2)=C(N)C1=O,6161411
CN1C(=O)N(C)C(NC(=CC(=O)C2=CC=C(Br)C=C2)C2=CC=CC=C2)=C(N)C1=O,6161414
CCC1=C2C=C3N(CC4=CC5=C(C=CC=C5)N=C34)C(=O)C2=CN(NC(C)=O)C1=O,6161450
COC1=C(C\C=C(/C)C)C(O)=C2C(=O)C(OC3=CC=C(O)C=C3O)=COC2=C1,6161539
[H][C@@]12[C@@H](O)CC(=C)[C@H](CCC(C)CCO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]1(C)CCC[C@]2(C)CO,6161564
ClC1=CC=C(SC2=CC=C(O2)\C=C(\C(=O)C2=CC=CO2)S(=O)(=O)C2=CC=CC=C2)C=C1,6161619
[H][C@@]12COC3=CC(OC)=C(O)C=C3[C@]1([H])C(=O)C1=C(O2)C2=C(OC(C)(C)C=C2)C=C1,6161693
COC1=C(OC)C(OC(C)=O)=C2C3=C1C(=O)N(C(C)=O)C3=CC1=CC=CC=C21,6161726
COC1=CC=C(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C(O)=O)C(OC)=C1,6161738
CC(=O)NC1=CC=C(SC2=CC=C(O2)\C=C(/C(=O)C2=CC=CO2)S(C)(=O)=O)C=C1,6161741
O=C1N2CCCCCC(=O)NCCCCCC(=O)NCCCSC=C2C2=C1C=CC=C2,6161774
NC1=CC=C(C=C1)C(C1=CC=C(Br)C=C1)C(C1=CC=C(N)C=C1)(C1=CC=C(N)C=C1)C1=CC=C(Br)C=C1,6161791
COC(CC(C)=CC=O)C=C(C)CC(C1=C(C)CCCC1(C)C)S(=O)(=O)C1=CC=CC=C1,6161819
COC1=C(O)C=C2OC3=C(C(=O)C2=C1C\C=C(/C)C)C(O)=C(CCC(C)(C)O)C(O)=C3,6161845
COC1=CC=C(C=C1)C(=O)C=C(NC1=C(N)C(=O)N(C)C(=O)N1C)C1=CC=CC=C1,6161945
CN1C(=O)N(C)C(NC(=CC(=O)C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=C(N)C1=O,6162015
CN1C(=O)N(C)C(NC(=CC(=O)C2=CC=CC=C2)C2=CC=C(Br)C=C2)=C(N)C1=O,6162016
CCOC(=O)C[C@H]1O[C@@H](C)C2=C(OC)C3=CC=CC(OC)=C3C(OC)=C2[C@@H]1O,6162100
COC1=C(OC)C2=C3C(CCN(C4=CC=CC=C4)C3=C(C3=CC=CC=C3)C3=C2C=CC=C3)=C1,6162209
[H][C@@]12CCC(=C)[C@@H](CC3=C(OC)OC(C)=C(C)C3=O)[C@@]1(C)CC[C@H](OC(C)=O)[C@@]2(C)CC\C=C(/C)C,6162225
C\C(C)=C/CC\C(C)=C\CC1=C(O)C2=C(OC3=CC=C(O)C=C3C2=O)C(C\C=C(/C)C)=C1O,6162231
O=C(C1=CC=CO1)C(=C\C1=CC=C(O1)S(=O)(=O)C1=CC=CC=C1)\S(=O)(=O)C1=CC=CC=C1,6162248
[H][C@@]12[C@@H](O)CC(=C)[C@H](CC\C(C)=C\CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]1(C)CC[C@H](O)C2(C)C,6162351
CCOC(=O)NNC(=O)C1=NC2=C(C=CC=C2)C(=O)N1NC(=O)OCC,6162377
[H][C@@]12CCC(=C)[C@H](CC\C(C)=C\CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]1(C)C[C@@H](O)C[C@]2(C)CO,6162380
[H][C@@]12CCC(=C)[C@H](CC\C(C)=C\CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]1(C)CC[C@H](O)[C@]2(C)CO,6162381
COC1=CC=C(OC2=COC3=C(C\C=C(/C)C)C(OC)=CC(O)=C3C2=O)C(OC)=C1,6162405
[H][C@]12OC(C)(C)O[C@@]1([H])C(=S)O[C@@H]2COC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,6162595
CN1C(=O)N(C)C2=C(N=C(C=C(N2)C2=CC=C(C=C2)C2=CC=CC=C2)C2=CC=CC=C2)C1=O,6162632
OC[C@H]1O[C@@H](OC2=CC3=C(C=C2)C(=O)C(=CO3)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,6162634
OC[C@H]1O[C@@H](OC2=C(COC(=O)C3=CC=CO3)C=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,6162639
COC1=CC2=C(C(=O)C3=C(C\C=C(/C)C)C(OC)=C(OC)C=C3O2)C(O)=C1CCC(C)(C)O,6162729
COC1=CC=C(C=C1)C(NC1=C(N)C(=O)N(C)C(=O)N1C)=CC(=O)C1=CC=CC=C1,6162796
NC1=CC=C(C=C1)C(C1=CC=C(NCCC2=CC=NC=C2)C=C1)C1=CC=C(\C=C\C2=CC=NC=C2)C=C1,6162898
COC1=CC(O)=C2C(=O)C(OC)=C(OC2=C1)C1=C(OC)C(=O)C(OC)=CC1=O,6162961
CC(CCCC(C)(OC(C)=O)C1=C(OC(C)=O)C=C(COC(C)=O)C=C1)COC(C)=O,6163004
NC1=NC2=C(N=C(N)NC2=O)N1[C@@H]1O[C@H](CSC2=CC=CC=C2)[C@@H](O)[C@H]1O,6163096
NCCCOC1=C(Br)C=C(CCNC(=O)C(\CC2=CC(Br)=C(O)C=C2)=N\O)C=C1Br,6163166
COC1=C(C=CC=C1)C(=O)OCC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=CC(O)=C1,6163246
[H][C@@]12CC(=C)[C@H](CC\C(C)=C\CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]3(C)CCC[C@](C)(C(=O)O1)[C@]23[H],6163442
[H][C@@]12CC(=C)[C@H](CCC(C)CCO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]3(C)CCC[C@](C)(C(=O)O1)[C@]23[H],6163453
CN1C(=O)N(C)C(NC(=CC(=O)C2=CC=CC=C2)C2=CC=C(C=C2)C2=CC=CC=C2)=C(N)C1=O,6163517
COC1=C(OC)C=C(C2C(CO)OC3=C(C=CC4=C3C=CC(C)(C)O4)C2O)C(O)=C1,6163535
CN1C(=O)N(C)C(NC(=CC(=O)C2=CC=C(C=C2)C2=CC=CC=C2)C2=CC=CC=C2)=C(N)C1=O,6163536
OC1=CC=C(\C=C2/[C@H]([C@@H](C3=C2C=C(O)C=C3O)C2=CC(O)=CC(O)=C2)C2=CC=C(O)C=C2)C=C1,6163558
[H][C@@]12COC3=CC(OC)=C(O)C=C3[C@]1(O)C(=O)C1=C(O2)C2=C(OC(C)(C)C=C2)C=C1,6163682
O=C1N(N2C(=O)N(C3C=CC=CC=C23)C2=CC=CC=C2)C2=CC=CC=CC2N1C1=CC=CC=C1,6163714
NC1=NC2=C(N=CN2COCCOC(=O)C2=CC=C(C=C2)S(F)(=O)=O)C(=O)N1,6163790
CNCCCOC1=C(Br)C=C(CCNC(=O)C(\CC2=CC(Br)=C(O)C=C2)=N\O)C=C1Br,6163802
OC12CSCCCNC(=O)CCCCCNC(=O)CCCCCN1C(=O)C1=C2C=CC=C1,6163810
COC1=CC=C2OC3=C(C(=O)C2=C1)C(O)=C(C\C=C(/C)CC\C=C(/C)C)C(OC)=C3C\C=C(/C)C,6163818
COC1=C(Br)C=C(C\C(=N/O)C(=O)NCCC2=CC(Br)=C(OCCCN)C(Br)=C2)C=C1,6163820
CCC(OC(C)=O)C1CC(OC(C)=O)C(CC(OC(C)=O)C(C\C=C/C#C)O1)OC(C)=O,6163885
[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC(=O)C2=C3[C@@H](C[C@@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(C)=O)OC(C)=O,6163909
CCC1=C2C=C3N(CC4=CC5=C(C=CC=C5)N=C34)C(=O)C2=CN(N(C(C)=O)C(C)=O)C1=O,6163957
COC1=CC=C2OC3=C(C(=O)C2=C1)C(OC)=C(C\C=C(/C)CC\C=C(/C)C)C(OC)=C3C\C=C(/C)C,6163959
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C(Br)=NC2=C1N=CN=C2NC(=O)C1=CC=CC=C1,6163960
CCOC(=O)C1=C(OC2=CC=C(OC)C=C2OC)C(=O)C2=C(O)C=C(O)C=C2O1,6163969
[H][C@@]12COC3=CC(OC)=C(OC)C=C3[C@]1(O)C(=O)C1=C(O2)C2=C(OC(C)(C)C=C2)C=C1,6163974
[H][C@@]12C[C@H]3O[C@]33CCCC(=O)[C@]3(C)[C@@]1([H])CC(=O)[C@@]1(C)C2CC[C@@]1(O)[C@H](C)[C@H]1CC(C)=C(C)C(=O)O1,6164052
CC(=O)NC1=CC=C(SC2=CC=C(O2)\C=C(\C(=O)C2=CC=CO2)S(=O)(=O)C2=CC=CC=C2)C=C1,6164082
CNCCCOC1=C(Br)C=C(CCNC(=O)C(\CC2=CC(Br)=C(OC)C=C2)=N\O)C=C1Br,6164141
O[C@@H]1[C@@H](COC(=O)\C=C\C2=CC=C(O)C=C2)O[C@@H](OCCC2(O)C=CC(=O)C=C2)[C@H](O)[C@H]1O,6164247
CCCCCCCCCCCC[C@@H]1O[C@@H]1CC[C@@H]1O[C@@H]1CCCCC(=O)CCCCCCCC1=CC(C)OC1=O,6164260
[H][C@@]12CCC(=C)[C@@H](CC3=C(OC)OC(C)=C(C)C3=O)[C@@]1(C)CC[C@H](OC(=O)[C@H](O)[C@@H](C)CC)[C@@]2(C)CC\C=C(/C)C,6164296
[H][C@@]12CCC(=C)[C@@H](CC3=C(OC)OC(C)=C(C)C3=O)[C@@]1(C)CC[C@H](OC(=O)[C@H](O)CC(C)C)[C@@]2(C)CC\C=C(/C)C,6164297
[H][C@@]12[C@@H](O)CC(=C)[C@H](CC\C(C)=C\CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]1(C)C[C@@H](O)[C@H](O)[C@]2(C)CO,6164408
CCNC1=CC=C(C=C1)C(C1=CC=C(Br)C=C1)C(C1=CC=C(Br)C=C1)(C1=CC=C(NCC)C=C1)C1=CC=C(NCC)C=C1,6164481
CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(C)=C\C(=O)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,6164483
OC1=CC(O)=C(C(=O)COC2=CC=C(OCC3=CC=CC=C3)C=C2OCC2=CC=CC=C2)C(O)=C1,6164677
OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C=C(O)C2=C1OC=C(C2=O)C1=CC=C(O)C=C1,6164837
CC(=O)OC1=C2C3=CC(O)=C(O)C=C3OC2=C(O)C(C2=CC=C(O)C=C2)=C1OC(C)=O,6164845
OC[C@H]1O[C@@H](O[C@@H]2C[C@H](OC(=O)C3=CC=CC=C3)[C@H](O)[C@@H](O)\C2=C\C#N)[C@H](O)[C@@H](O)[C@@H]1O,6164906
OC[C@H]1OC(OC2=CC3=C(C(=O)C(=CO3)C3=CC=C(O)C=C3O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,6164983
COC1=C2C(=O)CC(OC2=CC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C1O)C1=CC=CC=C1,6165051
O[C@@H]1[C@@H](COC(=O)\C=C\C2=CC=C(O)C(O)=C2)O[C@@H](OCCC2(O)C=CC(=O)C=C2)[C@H](O)[C@H]1O,6165070
OC(=O)[C@H](CC1=CN=C(C=C1)C1=NC=CC=C1)NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2,6165259
OC(=O)[C@H](CC1=CC(=NC=C1)C1=NC=CC=C1)NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2,6165265
O[C@@H]1[C@@H](COC(=O)\C=C\C2=CC=C(O)C(O)=C2)O[C@@H](OC2=CC3=C(C=CC(=O)O3)C=C2)[C@H](O)[C@H]1O,6165314
[H][C@](C[C@]1(C)OC1(C)C)(OC(C)=O)[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@@H](CC4=CC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)OC(C)=O,6165376
[H][C@](C[C@]1(C)OC1(C)C)(OC(=O)C1=CC=CN=C1)[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@H](O)CC4=CC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C,6165395
COC1=C2C(=O)C=C(OC2=CC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C1O)C1=CC=CC=C1,6165458
COC1=CC=C(\C=C\C(=O)C2=CC=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(O)=C2O)C=C1O,6165606
CCOC(=O)C1=CN([C@@H]2O[C@H](COC(=O)C3=CC=CC=C3)[C@@H](O)[C@H]2O)C2=CC=C(F)C=C2C1=O,6165652
COC1=CC(OC2=C(Cl)C=C(O)C=C2Cl)=C(OC)C(OC2=C(Cl)C=C(O)C=C2Cl)=C1,6165662
CC(=O)OC1=C2OC3=CC(O)=C(O)C=C3C2=C(OC(C)=O)C(OC(C)=O)=C1C1=CC=C(O)C=C1,6166029
CN1C=CCC(=C1)C(=O)NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](COC(=O)C2=CN(C)C=CC2)O1,6166098
[H][C@]12CC3=C(NC4=CC=CC(\C=C\C(C)(C)O)=C34)[C@]1(C)[C@@]1(C)CC[C@]3([H])O[C@@H]([C@H](O)C=C3[C@]1(O)CC2)C(C)=C,6166160
O=C1N2CCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)NCCCSC=C2C2=C1C=CC=C2,6166244
[H][C@@]12C[C@@H](OC(C)=O)[C@@]3(O)C(=O)[C@](C)(C[C@@H](OC(=O)C4=CC=CC=C4)[C@]3([H])[C@@]1(C)C=C(O)C(=O)C2(C)C)C=C,6166289
COC1=CC=C(C=C1O)C1=C2N(CCC3=C2C=C(OC)C(O)=C3)C2=C1C1=C(OC2=O)C=C(O)C(OC)=C1,6166698
CCOC(=O)C1=CN([C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)C2=CC=C(F)C=C2C1=O,6166972
COC1=C(O)C=CC(=C1)[C@H]1OC[C@](O)(CC2=CC(OC)=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2)[C@]1(O)CO,6167044
COC1=CC(C[C@@H]2[C@@H](CC3=CC4=C(OCO4)C=C3)COC2=O)=CC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C1OC,6167051
COC1=CC(C[C@H](CO)[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC2=CC(OC)=C(O)C(OC)=C2)=CC(OC)=C1O,6167076
[H][C@](C[C@]1(C)OC1(C)C)(OC(=O)C1=CC=CN=C1)[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@@H](CC4=CC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)OC(C)=O,6167138
OC12CSCCCNC(=O)CCCCCCCCCCNC(=O)CCCCCCCCCCN1C(=O)C1=C2C=CC=C1,6167370
[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC1=C(C)C(=CC=C21)[C@@H](C)[C@]1([H])NC[C@@H](C)C[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,6167397
NC1=NC2=C(N=C(N)NC2=O)N1[C@@H]1O[C@H](COC(=O)C2=CC=C(C=C2)S(F)(=O)=O)[C@@H](O)[C@H]1O,6167418
C\C=C1\[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C([C@H]1CC(O)=O)C(=O)OCCC1=CC=C(O)C=C1,6167432
[H][C@]12CC(=O)O[C@]1(C[C@]1(O2)[C@@]2(C)C(=O)O[C@@]3(C)O[C@@]11C(=O)O[C@@H](C4=COC=C4)[C@]1(C)C=C[C@@]23[H])C(C)=C,6167458
OC(=O)C1=C(OC2=CC=C(OCC3=CC=CC=C3)C=C2OCC2=CC=CC=C2)C(=O)C2=C(O)C=C(O)C=C2O1,6167507
[H][C@@]12C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]1([H])[C@@]1(CO)O[C@H]1[C@H]2OC(=O)C1=CC=C(O)C(O)=C1,6167597
[H][C@@]12C[C@@H](OC(C)=O)[C@@]3(O)C(=O)[C@](C)(C[C@@H](OC(=O)C4=CC=CC=C4)[C@]3([H])[C@@]1(C)C=C(OC(C)=O)C(=O)C2(C)C)C=C,6167653
CC(=O)OC1=CC=C(C=C1)C1=C(OC(C)=O)C(OC(C)=O)=C2C3=CC(O)=C(O)C=C3OC2=C1OC(C)=O,6167672
CCOC(=O)C1=CN([C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)C2=CC(Cl)=C(F)C=C2C1=O,6167744
CCOC(=O)C1=CN([C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)C2=CC(F)=C(F)C=C2C1=O,6167745
C\C(C)=C/CC1=C2OC(C)(C)C=CC2=C(O)C2=C1O[C@@]13C4C[C@@H](C=C1C2=O)C(=O)C3(C\C=C(/C)CO)OC4(C)C,6167777
O=C1N2CCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCSC=C2C2=C1C=CC=C2,6167812
CC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)C3=CC=CC=C3)[C@]3(C)[C@@H](OC(=O)\C=C\C4=CC=CC=C4)[C@H](C[C@](C)(O)[C@@]13OC2(C)C)OC(C)=O,6167814
[H][C@]12CC(=O)O[C@]1(C[C@]1(O2)[C@@]2(C)C(=O)O[C@@]3(C)O[C@]1(C(=O)OC)[C@@](C)(C=C[C@@]23[H])C(=O)C1=COC=C1)C(C)=C,6167822
CC(=O)NCCNC1=NC2=C(N=CN=C2NC(=O)C2=CC=CC=C2)N1[C@H]1C[C@H](OC(C)=O)[C@@H](CO)O1,6167845
CC1=CN([C@H]2C[C@@H](C[C@@H](COC(C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)O2)OCC2=CC=CC=C2)C(=O)NC1=O,6167912
[H][C@]12C[C@@H]([C@@]1([H])C1=C3C(NC4=C3C[C@]3([H])CC[C@@]5(O)C6=C[C@@H](O)[C@H](O[C@@]6([H])CC[C@]5(C)[C@@]43C)C(C)=C)=CC=C1C2(C)C)C(C)(C)O,6167955
[H][C@]12C\C=C(C)\[C@@H](O)CC\C(C)=C\CC\C(C)=C\C[C@]1(C)C(=O)C(O)=C2[C@H](C)COC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,6168014
[H][C@](C[C@]1(C)OC1(C)C)(OC(=O)C1=CC=CN=C1)[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@H](O)CC4=CC(=O)C[C@H](OC(C)=O)[C@]4(C)[C@@]3([H])CC[C@]12C,6168127
CCCCC(C)NC1=CC(NC(C)=O)=C(C=C1OC)C1=C(O)/C(C1=O)=C1\C=C(OC)/C(/C=C\1NC(C)=O)=N\C(C)CCCC,6168181
[H][C@]12CC3=C(NC4=C3C=CC=C4)[C@]1(C)[C@@]1(C)CC[C@@]34O[C@@H](C(=O)C=C3[C@]1(O)[C@H](C2)OC(=O)[C@H](C(C)C)N(C)C)C(C)(C)O4,6168314
C[C@H]1C[C@@H](OC(C)=O)[C@@H](OC(=O)C2=CC=CC=C2)[C@]2(COC(C)=O)[C@@H](OC(C)=O)C(=O)[C@H]3[C@H](OC(C)=O)[C@@]12OC3(C)C,6168336
[H][C@](C)([C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@H](O)CC4=CC(=O)C[C@H](OC(C)=O)[C@]4(C)[C@@]3([H])CC[C@]12C)[C@@]1([H])C[C@@]2(C)O[C@](OC2(C)C)(O1)C1=CC=CN=C1,6168369
COC1=C(OC)C=C(C2C(COC(C)=O)OC3=C(C=CC4=C3C=CC(C)(C)O4)C2OC(C)=O)C(OC(C)=O)=C1,6168379
CC(=O)OC1=C(OC(C)=O)C=C2C(OC3=C(OC(C)=O)C(C4=CC=C(O)C=C4)=C(OC(C)=O)C(OC(C)=O)=C23)=C1,6168401
COC1=C(OC)C=C(C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C1)C1=C(OC)C(=O)C2=C(O)C(OC)=C(OC)C=C2O1,6168416
COC1=CC(=CC=C1O)C1=C2N(C(O)CC3=C2C=C(OC)C(OC)=C3OC)C2=C1C1=C(OC2=O)C=C(O)C(OC)=C1,6168448
OC[C@H]1O[C@@H](O[C@@H]2C[C@H](OC(=O)C3=CC=CC=C3)[C@H](OC(=O)C3=CC=CC=C3)[C@@H](O)\C2=C\C#N)[C@H](O)[C@@H](O)[C@@H]1O,6168468
[H][C@]12[C@@]34OC[C@@]5([H])C(=O)O[C@]([H])(C[C@@]15C)[C@@]1(C)OC(=O)C(O)(CC[C@@]5([H])[C@@]3([H])C=C[C@@]3(O)CC=CC(=O)[C@]53C)[C@]21OC4=O,6168517
CCOC(=O)C1=C(OC2=CC=C(OCC3=CC=CC=C3)C=C2OCC2=CC=CC=C2)C(=O)C2=C(O)C=C(O)C=C2O1,6168575
