canon,n_solvents,lmax_min,lmax_max,lmax_median,span_nm
O=C1/C(=C2\Sc3ccccc3C2=O)Sc2ccccc21,5,536.0,545.0,543.0,9.0
c1ccc(C2=C(c3ccccc3)c3cccc4c3c(cc3nc5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)c(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5nc34)O2)cc1,2,516.0,525.0,520.5,9.0
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,4,655.0,664.0,658.5,9.0
CCCCCn1c2ccccc2c(=O)c2ccccc21,2,394.0,403.0,398.5,9.0
c1ccc(N(c2ccccc2)c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1,2,400.0,409.0,404.5,9.0
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](F)(F)[n+]1c-2[nH]c(=O)c2ccccc21,2,357.0,366.0,361.5,9.0
C(=C/c1cccnc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,2,358.0,367.0,362.5,9.0
O=c1ccc2cc3ccoc3cc2o1,5,294.0,303.0,299.0,9.0
O=C(O)C1=CC(=C/C=[N+]2/c3cc(O)c(C[C@@H]4O[C@H](CO)[C@@H](O)C(O)[C@H]4O)cc3C[C@H]2C(=O)O)C=C(C(=O)O)N1,4,467.0,476.0,468.0,9.0
CN(C)c1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,3,343.0,352.0,349.0,9.0
O=C1Nc2ccccc2/C1=C/C(=O)c1ccc(Cl)cc1,12,332.0,341.0,337.5,9.0
COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4sccc4cc3c(C#CC(C)(C)C)c12,2,624.0,633.0,628.5,9.0
CCC1=C(C)C(=O)n2c1cc1c(CCC(=O)OC)c(C)c(C)n1c2=O,6,420.0,429.0,425.5,9.0
CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1,6,316.0,325.0,320.0,9.0
CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,7,394.0,403.0,400.0,9.0
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cccc(C(F)(F)F)c2)C(C)(C)c2ccccc21,4,633.0,642.0,635.5,9.0
O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccccc7)n1c26)c3c45,9,444.0,453.0,450.0,9.0
Cn1c2ccccc2c(=O)c2ccccc21,2,394.0,403.0,398.5,9.0
CCC(CC)COC1=CC2=C3c4cc(OCC(CC)CC)c(-c5ccccc5)n4[B-](F)(F)[n+]4c3n(c3cc(C(C)(C)C)ccc34)[B-](F)(F)[N+]2=C1c1ccccc1,3,694.0,703.0,702.0,9.0
N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,5,635.0,644.0,641.0,9.0
CCn1c2ccsc2c2c3nsnc3c3c4sccc4n(CC)c3c21,5,432.0,441.0,436.0,9.0
CCCCCCCc1cc2c(o1)=CC1=C3c4cc5oc(CCCCCCC)cc5n4[B-](F)(F)[n+]4nnn(c43)[B-](F)(F)[N+]=21,2,676.0,685.0,680.5,9.0
N#Cc1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(C#N)cc5)c5ccc2c3c45)cc1,9,405.0,414.0,408.0,9.0
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,3,473.0,482.0,480.0,9.0
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5ccccc5-4)c4ccccc4-c4c3c3c5ccccc5c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc3c3ccccc43)c2)cc1,2,387.0,396.0,391.5,9.0
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccc5cc6ccccc6cc5c3)(Oc3ccccc3-4)[N+]2=C1C,4,621.0,630.0,626.5,9.0
COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,8,405.0,414.0,406.5,9.0
CC(C)(C)c1ccc2c3c(c4ccc(C(C)(C)C)cc4c2c1)=[N+]1C(=C(c2ccccc2)c2c(Br)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]1(F)F)C=3Br,5,682.0,691.0,689.0,9.0
CC(C)[Si](C#Cc1c2nsnc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c4ccccc4c(=O)c4ccccc4c3nc12)(C(C)C)C(C)C,2,561.0,570.0,565.5,9.0
Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,7,525.0,534.0,530.0,9.0
CCN1c2ccccc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,7,409.0,418.0,412.0,9.0
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](C)(Oc3ccccc3-4)[N+]2=C1C,4,616.0,625.0,621.5,9.0
CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,9,400.0,409.0,405.0,9.0
CC1=C(c2cccs2)C(C)=[N+]2C1=C(c1ccc(O)cc1)c1c(C)c(-c3cccs3)c(C)n1[B-]2(F)F,3,521.0,530.0,528.0,9.0
CCOC(=O)C1CC(c2c(C#N)c(C)nn2-c2ccccc2)=CN1c1ccc(Br)cc1,8,366.0,375.0,370.0,9.0
CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,10,344.0,353.0,347.5,9.0
Cc1cccc2cc(-c3cc4cccc(C)c4oc3=O)oc12,5,367.0,376.0,370.0,9.0
CC1(C)CC(=O)c2cc(F)cc(F)c2N1,2,377.0,386.0,381.5,9.0
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])c(NC(C)=O)c1,3,517.0,526.0,523.0,9.0
Cc1n[nH]c2c1C(c1ccc([N+](=O)[O-])cc1)C(C#N)=C(N)O2,12,259.0,268.0,263.5,9.0
CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3cc(C#Cc4ccc(N(C)C)cc4)ccc3c12,2,459.0,468.0,463.5,9.0
CC1=C(c2cccs2)C(C)=[N+]2C1=C(c1ccc(OS(=O)(=O)c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc1)c1c(C)c(-c3cccs3)c(C)n1[B-]2(F)F,3,526.0,535.0,533.0,9.0
CCCCNc1ccc(NCCCC)c2c1C(=O)c1ccccc1C2=O,13,640.0,649.0,646.0,9.0
COc1cc(OC)c2c(c1)C(=O)c1ccccc1-2,3,446.0,455.0,455.0,9.0
OC1(c2ccc(-c3cccs3)s2)CCCCC1,6,308.0,317.0,310.5,9.0
CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c4ccccc4c(=O)c4ccccc4c3nc12)(C(C)C)C(C)C,2,615.0,624.0,619.5,9.0
Nc1nc2ccc([N+](=O)[O-])cc2s1,2,346.0,355.0,350.5,9.0
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])cc1,3,496.0,505.0,499.0,9.0
COc1ccc(C#Cc2ccc(-c3nn[nH]n3)cc2)cc1OC,6,315.0,324.0,321.0,9.0
CCN1C(=CC2=C([O-])C(=CC3=[N+](CC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,3,628.0,637.0,635.0,9.0
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2)cc1,8,592.0,601.0,600.0,9.0
COc1cc(OC)c2ccc(=O)oc2c1,5,318.0,327.0,324.0,9.0
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3oc4cc(N)ccc4c3oc-2c1,3,572.0,581.0,581.0,9.0
CN1C(C(=O)Nc2ccccn2)=C([O-])c2sccc2S1(=O)=O,5,373.0,382.0,376.0,9.0
Oc1cc(-c2cccs2)ccc1-c1nc2ccccc2s1,3,361.0,370.0,364.0,9.0
C(=C/c1ccncn1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,5,392.0,401.0,398.0,9.0
C(#Cc1cccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)c1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,6,329.0,338.0,332.5,9.0
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,11,392.0,401.0,398.0,9.0
CCCCCCn1c2c(c3ccccc31)-c1c(c3ccccc3n1CCCCCC)-c1c(c3ccccc3n1CCCCCC)-c1c-2c2ccccc2n1CCCCCC,2,312.0,321.0,316.5,9.0
CC1=C(c2cccs2)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(-c3cccs3)c(C)n1[B-]2(F)F,3,521.0,530.0,527.0,9.0
CN(C)c1c2ccccc2cc2ccccc12,12,384.0,393.0,386.0,9.0
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(C#N)n3)ccc21,5,378.0,387.0,381.0,9.0
O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,9,297.0,306.0,302.0,9.0
CN1C(=CC2=C([O-])C(=CC3=[N+](C)c4ccccc4C3(C)C)C2=O)C(C)(C)c2cc(Cl)ccc21,3,629.0,638.0,637.0,9.0
CCCCC1(CCCC)c2cc(C#Cc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,8,418.0,427.0,421.0,9.0
CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,6,324.0,333.0,327.0,9.0
O=C(c1ccc(/C(=C(/c2ccccc2)c2ccc(C(=O)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccccc2)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,2,340.0,349.0,344.5,9.0
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1c3c4c(cc12)CCCN4CCC3,3,616.0,625.0,616.0,9.0
N#Cc1cc2ccc(O)cc2oc1=N,5,355.0,364.0,360.0,9.0
CC1(C)CCc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)CC5)O1,9,452.079566,461.0419548,458.9261129,8.962388799999985
COc1ccc2c(c1)c1ccccc1n2-c1nc2ccccc2nc1-n1c2ccccc2c2cc(OC)ccc21,2,423.0,431.9341126,427.46705629999997,8.934112599999992
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,6,380.5,389.0,384.75,8.5
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,22,520.8,529.0,524.7,8.200000000000045
c1ccc(-c2ccccc2)cc1,2,246.0,254.1296061,250.06480305,8.12960609999999
c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(-n5c6ccccc6c6ccccc65)cc4cc23)cc1,7,411.01520760000005,419.1114837,414.9377593,8.096276099999955
F[B-]1(F)n2c(-c3cccs3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3cccs3)=[N+]21,2,710.0,718.0,714.0,8.0
CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,8,440.0,448.0,445.5,8.0
CC(=O)Nc1ccccc1C(=O)OC1CC(C)CCC1C(C)C,7,307.0,315.0,310.0,8.0
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,4,458.0,466.0,463.0,8.0
C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,3,406.0,414.0,410.5,8.0
c1ccc2c(-c3ccncc3)c3c(nc2c1)-c1cc2c(cc1CC3)-c1nc3ccccc3c(-c3ccncc3)c1CC2,2,376.0,384.0,380.0,8.0
CC(C)(C)c1ccc(-c2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(C(C)(C)C)cc3)c2-c2ccc(C(C)(C)C)cc2)cc1,2,330.0,338.0,334.0,8.0
O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2cccc3c(N4CCOCC4)ccc1c23,5,419.0,427.0,424.0,8.0
O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2ccc(N3CCOCC3)c3cccc1c23,5,460.0,468.0,464.0,8.0
O=C1C=Cc2cc3ccccc3c(=O)n21,4,349.0,357.0,352.0,8.0
O=C1CCCC2=C1CC1=C(CCCC1=O)N2NC(=O)c1ccc(O)cc1,6,368.0,376.0,370.0,8.0
CCCCCCN(c1ccccc1)c1ccc(/C=C/c2cc(=O)oc3cc(C)ccc23)cc1,2,424.0,432.0,428.0,8.0
CN1C(C(=O)Nc2ccccn2)=C([O-])c2ccccc2S1(=O)=O,5,359.0,367.0,361.0,8.0
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(OC)n3)ccc21,5,384.0,392.0,389.0,8.0
CCn1c2sccc2c2c3nsnc3c3c4ccsc4n(CC)c3c21,5,422.0,430.0,424.0,8.0
c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,11,354.0,362.0,359.0,8.0
C#CCOc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(O)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,3,680.0,688.0,685.0,8.0
CCC1=C(C)C(=O)n2c1cc1c(C)c(CC(=O)O)c(C)n1c2=O,6,417.0,425.0,423.5,8.0
N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1nc2ccccc2s1,7,375.0,383.0,378.0,8.0
O=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1,3,341.0,349.0,342.0,8.0
CCC1=C(C)C(=O)n2c1cc1c(CCC(=O)O)c(C)c(C)n1c2=O,6,415.0,423.0,420.0,8.0
Cn1c2ccccc2[c+](-c2ccccc2)c2cc([N+](=O)[O-])ccc21,4,426.3,434.3,430.20000000000005,8.0
O=c1oc2ccccc2cc1-c1cc2ccccc2o1,5,365.0,373.0,368.0,8.0
CCC(C)[Si](C#Cc1c2nc3c4ccccc4c(=O)c4ccccc4c3nc2c(C#C[Si](C(C)CC)(C(C)CC)C(C)CC)c2nc3c4ccccc4c(=O)c4ccccc4c3nc12)(C(C)CC)C(C)CC,2,544.0,552.0,548.0,8.0
N#Cc1ccc(-n2c(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)nc3c4ccccc4c4ccccc4c32)c2ccccc12,2,308.0,316.0,312.0,8.0
Cn1c(=O)cc(C(=O)c2ccccc2)c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,2,430.0,438.0,434.0,8.0
CCC1(CC)c2cc(-c3ccc(-c4ccccc4)cc3-c3ccccc3)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccccc4)cc2-c2ccccc2)cc1C3(CC)CC,2,358.0,366.0,362.0,8.0
CCCN1C(=O)c2c3c(c4c(c2C1=O)CCc1cc(-c2ccc(N(C)C)cc2)c(OC)cc1-4)-c1cc(OC)c(-c2ccc(N(C)C)cc2)cc1CC3,5,404.0,412.0,409.0,8.0
CCCN1/C(=C/C=C(/C=C/C2=[N+](CCC)c3ccccc3C2(C)C)c2ccc([N+](=O)[O-])cc2)C(C)(C)c2ccccc21,3,635.0,643.0,635.0,8.0
CCCCc1ccc(N(c2ccc(CCCC)cc2)c2ccc3c(c2)S(=O)(=O)c2cc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)ccc2-3)cc1,2,428.0,436.0,432.0,8.0
N#CC1=C(c2ccc(-c3cccs3)s2)CCC1,6,360.0,368.0,365.0,8.0
C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,11,338.0,346.0,343.0,8.0
c1ccc(-n2c(-c3ccc(-c4ccc(-c5ccc(-c6nc7c8ccccc8c8ccccc8c7n6-c6ccccc6)cc5)cc4)cc3)nc3ccccc32)cc1,14,337.0,345.0,341.0,8.0
CC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N(C)C)cc3)sc12,2,440.0,448.0,444.0,8.0
CCN(CC)c1ccc2cc(C#N)/c(=N\C(C)=O)oc2c1,2,422.0,430.0,426.0,8.0
COc1ccc(NC(=O)C(C(=O)Nc2ccc(OC)cc2)C(c2ccccc2O)c2c(C)[nH]c3ccccc23)cc1,2,258.0,266.0,262.0,8.0
COc1ccc(OC)c(C=O)c1,13,348.0,356.0,352.0,8.0
COc1ccc2c(c1)[n+]([O-])nc(N)[n+]2[O-],2,432.0,440.0,436.0,8.0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,9,324.0,332.0,330.0,8.0
CC1(C)CC(/C=C/c2ccc(-n3ccnc3)cc2)=CC(=C(C#N)C#N)C1,6,390.0,398.0,392.0,8.0
CN(C)c1ccc(/C=C/c2nc3cc(Br)ccc3nc2-c2ccccc2)cc1,3,445.0,453.0,448.0,8.0
CN(C)c1ccc(/C=C/c2nc3ccc(Br)cc3nc2-c2ccccc2)cc1,3,445.0,453.0,448.0,8.0
CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,9,514.0,522.0,518.0,8.0
CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4c(cc3nc12)C1c2ccccc2C4c2ccccc21)(C(C)C)C(C)C,3,558.0,566.0,562.0,8.0
CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4c(cc3nc12)C1c2ccccc2C4c2ccccc21)(C(C)C)C(C)C,2,675.0,683.0,679.0,8.0
OC1(c2ccc(-c3cccs3)s2)CCC1,6,308.0,316.0,310.5,8.0
CC1=[N+]2C(=C(c3ccc(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,6,508.0,516.0,512.0,8.0
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Br)cc2)cc1,10,356.0,364.0,357.5,8.0
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,3,464.0,472.0,471.0,8.0
Cc1ccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,7,508.0,516.0,511.0,8.0
O=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,4,313.0,321.0,315.0,8.0
COc1cc(C=O)cc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,3,390.0,398.0,390.0,8.0
COc1ccc(-c2ccc(-c3c4c(nc5ccccc35)-c3cc5c(cc3CC4)-c3nc4ccccc4c(-c4ccc(-c6ccc(OC)cc6)cc4)c3CC5)cc2)cc1,2,376.0,384.0,380.0,8.0
COc1ccc(-c2cc(-c3ccc(OC)cc3)c3c(N)nc(N4CCCC4)c(C#N)c3n2)cc1,7,412.0,420.0,416.0,8.0
Cc1nc2cc(/C=C/c3ccc(N(C)C)cc3)ccc2nc1-c1ccccc1,3,407.0,415.0,407.0,8.0
CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,7,378.0,386.0,383.0,8.0
CN(C)c1ccc(C(=O)Nc2cccc(Cl)c2)cc1,4,310.0,318.0,312.5,8.0
CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,10,458.0,466.0,461.0,8.0
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3cccs3)n1[B-]2(F)F,5,618.0,626.0,621.0,8.0
Nc1nc2ccccc2[n+]([O-])n1,2,407.0,415.0,411.0,8.0
CCCCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,4,338.0,346.0,343.5,8.0
CC1(C)CC(=O)c2c(F)c(F)c(F)c(F)c2N1,2,360.0,368.0,364.0,8.0
CCN(CC)c1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,9,362.0,370.0,365.0,8.0
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,5,501.0,509.0,506.0,8.0
CN(C)c1ccc(C(=O)Nc2cccc(Br)c2)cc1,4,310.0,318.0,314.5,8.0
CN(C)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1,4,309.0,317.0,312.5,8.0
O=c1oc2ccccc2cc1-c1nc2ccccc2o1,15,352.0,360.0,354.0,8.0
Cc1ccc(C(=O)/C=C2\C(=O)Nc3ccccc32)cc1C,12,333.0,341.0,337.0,8.0
CN(C)c1ccc2c(-c3ccc(C(=O)[O-])cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,2,540.0,548.0,544.0,8.0
Cc1nc2ccc(/C=C/c3ccc(N(C)C)cc3)cc2nc1-c1ccccc1,3,400.0,408.0,403.0,8.0
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3cc[n+](C)cc3)(Oc3ccccc3-4)[N+]2=C1C=Cc1ccc(OC)cc1,2,695.0,703.0,699.0,8.0
Cc1cccc(NC(=O)c2ccc(N(C)C)cc2)c1,4,306.0,314.0,308.5,8.0
COc1ccc(-n2nc(C#N)c(N3CCCC3)n2)cc1,6,335.0,343.0,340.0,8.0
O=S1(=O)c2ccccc2-c2c1c1ccccc1p2-c1ccccc1,4,349.0,357.0,355.5,8.0
CCC1=C(C)C2=C(c3cc(C(=O)Cl)cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)n5c(C)c(CC)c(C)c54)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,5,527.0,535.0,534.0,8.0
CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccc4ccccc4c2-3)cc1,4,385.0,393.0,391.0,8.0
CCC1=C(C)C2=C(c3cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)n5c(C)c(CC)c(C)c54)cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)n5c(C)c(CC)c(C)c54)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,5,531.0,539.0,537.0,8.0
Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,7,564.0,572.0,569.0,8.0
Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,13,636.0,644.0,641.0,8.0
c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccccc3)n2)cc1,5,354.0,362.0,359.0,8.0
CC(C)(C)NS(=O)(=O)c1ccc2c(c1)C(=O)/C(=C1\Sc3ccc(S(=O)(=O)NC(C)(C)C)cc3C1=O)S2,3,538.0,546.0,543.0,8.0
N#C/C(=C\C=C\c1ccccc1)c1ccccc1,6,341.0,349.0,343.0,8.0
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2cc(/C=C/c3nc4ccccc4s3)c3cccc4c5cccc6c(/C=C/c7nc8ccccc8s7)cc1c(c65)c2c34,4,516.0,524.0,519.0,8.0
CCC1=C(C)C2=Cc3cc4c(cc3B(O)N2C1=O)OCO4,4,381.0,389.0,383.5,8.0
CCCCC(CC)COC(=O)/C=C/c1ccccc1OC,2,312.0,320.0,316.0,8.0
F[B-]1(F)n2cccc2C2=[N+]1c1cccc3cccc(c13)N2,4,333.0,341.0,336.5,8.0
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,9,396.0,404.0,400.0,8.0
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccccc3)(Oc3ccccc3-4)[N+]2=C1C,4,621.0,629.0,626.0,8.0
COC(=O)c1ccc(NC(=O)c2ccc(N(C)C)cc2)cc1,4,318.0,326.0,321.5,8.0
CCC1=C(C)C2=C(c3cc(C(=O)Cl)cc(C(=O)Cl)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,5,524.0,532.0,529.0,8.0
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccncc3)(Oc3ccccc3-4)[N+]2=C1C,4,621.0,629.0,626.0,8.0
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccc(OC)cc3)(Oc3ccccc3-4)[N+]2=C1C,4,621.0,629.0,626.0,8.0
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccc5ccc6cccc7ccc3c5c67)(Oc3ccccc3-4)[N+]2=C1C,4,622.0,630.0,627.5,8.0
CN(C)c1ccc(-c2cc3c(s2)c(C(=O)c2ccccc2)cc(=O)n3Cc2ccccc2)cc1,2,438.0,446.0,442.0,8.0
CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,3,454.0,462.0,460.0,8.0
CN(C)c1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,4,345.0,353.0,348.0,8.0
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3cc(OC)c(OC)cc3OC)nc2c1,3,327.0,335.0,333.0,8.0
CCOC(=O)CN(CC(=O)OCC)c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,5,328.0,336.0,328.0,8.0
CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,10,371.0,379.0,374.0,8.0
Cc1ccc(/C(C#N)=C/c2cc(/C=C(\C#N)c3ccc(C)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,7,385.0,393.0,391.0,8.0
CCNc1ccc(NCC)c2c1C(=O)c1ccccc1C2=O,13,639.0,647.0,644.0,8.0
CCN1c2ccc(/C=N/Nc3ccccn3)cc2Sc2cc(-c3ccccc3)ccc21,4,379.0,387.0,383.0,8.0
O=C1c2ccccc2C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)N12,3,450.0,458.0,454.0,8.0
COc1ccccc1NC1=CC(=O)c2ccccc2C1=O,2,468.0,476.0,472.0,8.0
